Audiofile,start,end,class
S01_U04.CH4,5977.62,5977.9,background
S01_U04.CH4,5977.9,5978.58,foreground
S01_U04.CH4,5978.58,5979.01,foreground
S01_U04.CH4,5979.01,5979.29,foreground
S01_U04.CH4,5979.29,5979.65,foreground
S01_U04.CH4,5979.65,5980.45,foreground
S01_U04.CH4,5980.45,5981.56,foreground
S01_U04.CH4,5981.56,5982.15,foreground
S01_U04.CH4,5982.15,5982.87,foreground
S01_U04.CH4,5982.87,5983.18,foreground
S01_U04.CH4,5983.18,5983.86,foreground
S01_U04.CH4,5983.86,5984.43,foreground
S01_U04.CH4,5984.43,5988.79,foreground
S01_U04.CH4,5988.79,5989.11,background
S01_U04.CH4,5989.11,5989.39,foreground
S01_U04.CH4,5989.39,5989.82,background
S01_U04.CH4,5989.82,5990.19,foreground
S01_U04.CH4,5990.19,5990.72,foreground
S01_U04.CH4,5990.72,5991.89,foreground
S01_U04.CH4,5991.89,5992.3,foreground
S01_U04.CH4,5992.3,5992.51,background
S01_U04.CH4,5992.51,5993.16,foreground
S01_U04.CH4,5993.16,5993.78,foreground
S01_U04.CH4,5993.78,5994.17,background
S01_U04.CH4,5994.17,5994.41,foreground
S01_U04.CH4,5994.41,5994.75,background
S01_U04.CH4,5994.75,5995.16,foreground
S01_U04.CH4,5995.16,5995.42,foreground
S01_U04.CH4,5995.42,5996.8,background
S01_U04.CH4,5996.8,5997.13,background
S01_U04.CH4,5997.13,5998.29,background
S01_U04.CH4,5998.29,5998.73,foreground
S01_U04.CH4,5998.73,5999.95,foreground
S01_U04.CH4,5999.95,6000.24,foreground
S01_U04.CH4,6000.24,6000.77,foreground
S01_U04.CH4,6000.77,6001.69,foreground
S01_U04.CH4,6001.69,6002.21,foreground
S01_U04.CH4,6002.21,6003.43,background
S01_U04.CH4,6003.43,6004.45,foreground
S01_U04.CH4,6004.45,6005.15,foreground
S01_U04.CH4,6005.15,6005.41,foreground
S01_U04.CH4,6005.41,6005.77,foreground
S01_U04.CH4,6005.77,6006.25,foreground
S01_U04.CH4,6006.25,6006.82,foreground
S01_U04.CH4,6006.82,6007.72,foreground
S01_U04.CH4,6007.72,6008.26,foreground
S01_U04.CH4,6008.26,6008.96,foreground
S01_U04.CH4,6008.96,6010.3,foreground
S01_U04.CH4,6010.3,6011.8,foreground
S01_U04.CH4,6011.8,6013.13,foreground
S01_U04.CH4,6013.13,6013.74,foreground
S01_U04.CH4,6013.74,6014.04,foreground
S01_U04.CH4,6014.04,6015.56,foreground
S01_U04.CH4,6015.56,6016.04,background
S01_U04.CH4,6016.04,6016.33,foreground
S01_U04.CH4,6016.33,6016.77,foreground
S01_U04.CH4,6016.77,6017.18,foreground
S01_U04.CH4,6017.18,6017.58,foreground
S01_U04.CH4,6017.58,6017.82,background
S01_U04.CH4,6017.82,6018.67,foreground
S01_U04.CH4,6018.67,6019.45,foreground
S01_U04.CH4,6019.45,6021.07,foreground
S01_U04.CH4,6021.07,6021.8,foreground
S01_U04.CH4,6021.8,6022.3,foreground
S01_U04.CH4,6022.3,6023.68,foreground
S01_U04.CH4,6023.68,6024.73,foreground
S01_U04.CH4,6024.73,6025.55,foreground
S01_U04.CH4,6025.55,6026.23,foreground
S01_U04.CH4,6026.23,6026.45,background
S01_U04.CH4,6026.45,6026.67,foreground
S01_U04.CH4,6026.67,6028.69,foreground
S01_U04.CH4,6028.69,6029.7,foreground
S01_U04.CH4,6029.7,6030.52,foreground
S01_U04.CH4,6030.52,6030.94,foreground
S01_U04.CH4,6030.94,6032.66,foreground
S01_U04.CH4,6032.66,6033.05,foreground
S01_U04.CH4,6033.05,6035.37,foreground
S01_U04.CH4,6035.37,6038.26,foreground
S01_U04.CH4,6038.26,6039.25,foreground
S01_U04.CH4,6039.25,6042.79,foreground
S01_U04.CH4,6042.79,6043.24,foreground
S01_U04.CH4,6043.24,6044.35,foreground
S01_U04.CH4,6044.35,6044.71,foreground
S01_U04.CH4,6044.71,6045.16,foreground
S01_U04.CH4,6045.16,6045.65,background
S01_U04.CH4,6045.65,6045.93,foreground
S01_U04.CH4,6045.93,6046.92,foreground
S01_U04.CH4,6046.92,6047.63,foreground
S01_U04.CH4,6047.63,6048.03,foreground
S01_U04.CH4,6048.03,6049.45,foreground
S01_U04.CH4,6049.45,6049.97,foreground
S01_U04.CH4,6049.97,6050.63,foreground
S01_U04.CH4,6050.63,6051.08,foreground
S01_U04.CH4,6051.08,6051.66,background
S01_U04.CH4,6051.66,6053.15,foreground
S01_U04.CH4,6053.15,6053.55,foreground
S01_U04.CH4,6053.55,6056.4,foreground
S01_U04.CH4,6056.4,6057.51,foreground
S01_U04.CH4,6057.51,6058.27,foreground
S01_U04.CH4,6058.27,6058.64,foreground
S01_U04.CH4,6058.64,6061.65,foreground
S01_U04.CH4,6061.65,6063.18,foreground
S01_U04.CH4,6063.18,6064.22,foreground
S01_U04.CH4,6064.22,6064.63,foreground
S01_U04.CH4,6064.63,6065.58,foreground
S01_U04.CH4,6065.58,6066.3,foreground
S01_U04.CH4,6066.3,6069.84,foreground
S01_U04.CH4,6069.84,6076.53,foreground
S01_U04.CH4,6076.53,6076.79,foreground
S01_U04.CH4,6076.79,6077.1,foreground
S01_U04.CH4,6077.1,6077.77,foreground
S01_U04.CH4,6077.77,6080.06,foreground
S01_U04.CH4,6080.06,6080.39,background
S01_U04.CH4,6080.39,6081.32,foreground
S01_U04.CH4,6081.32,6081.53,background
S01_U04.CH4,6081.53,6082.55,foreground
S01_U04.CH4,6082.55,6083.13,background
S01_U04.CH4,6083.13,6085.45,foreground
S01_U04.CH4,6085.45,6085.67,background
S01_U04.CH4,6085.67,6086.27,foreground
S01_U04.CH4,6086.27,6087.39,foreground
S01_U04.CH4,6087.39,6088.31,foreground
S01_U04.CH4,6088.31,6088.6,foreground
S01_U04.CH4,6088.6,6089.87,foreground
S01_U04.CH4,6089.87,6090.42,foreground
S01_U04.CH4,6090.42,6091.41,foreground
S01_U04.CH4,6091.41,6091.76,background
S01_U04.CH4,6091.76,6095.16,foreground
S01_U04.CH4,6095.16,6097.9,foreground
S01_U04.CH4,6097.9,6098.97,foreground
S01_U04.CH4,6098.97,6099.76,foreground
S01_U04.CH4,6099.76,6100.23,foreground
S01_U04.CH4,6100.23,6100.75,foreground
S01_U04.CH4,6100.75,6103.07,foreground
S01_U04.CH4,6103.07,6104.54,foreground
S01_U04.CH4,6104.54,6104.93,foreground
S01_U04.CH4,6104.93,6105.48,foreground
S01_U04.CH4,6105.48,6107.82,foreground
S01_U04.CH4,6107.82,6108.2,foreground
S01_U04.CH4,6108.2,6109.16,foreground
S01_U04.CH4,6109.16,6109.67,foreground
S01_U04.CH4,6109.67,6110.13,foreground
S01_U04.CH4,6110.13,6110.89,foreground
S01_U04.CH4,6110.89,6111.58,foreground
S01_U04.CH4,6111.58,6112.16,foreground
S01_U04.CH4,6112.16,6112.65,foreground
S01_U04.CH4,6112.65,6113.22,foreground
S01_U04.CH4,6113.22,6113.72,foreground
S01_U04.CH4,6113.72,6114.05,foreground
S01_U04.CH4,6114.05,6114.99,foreground
S01_U04.CH4,6114.99,6115.54,foreground
S01_U04.CH4,6115.54,6115.81,background
S01_U04.CH4,6115.81,6116.11,background
S01_U04.CH4,6116.11,6117.41,foreground
S01_U04.CH4,6117.41,6117.83,foreground
S01_U04.CH4,6117.83,6118.08,background
S01_U04.CH4,6118.08,6118.55,background
S01_U04.CH4,6118.55,6118.94,foreground
S01_U04.CH4,6118.94,6119.69,foreground
S01_U04.CH4,6119.69,6120.0,foreground
S01_U04.CH4,6120.0,6120.78,foreground
S01_U04.CH4,6120.78,6122.42,foreground
S01_U04.CH4,6122.42,6123.01,foreground
S01_U04.CH4,6123.01,6124.17,foreground
S01_U04.CH4,6124.17,6124.65,foreground
S01_U04.CH4,6124.65,6124.98,foreground
S01_U04.CH4,6124.98,6125.53,foreground
S01_U04.CH4,6125.53,6126.02,background
S01_U04.CH4,6126.02,6127.2,foreground
S01_U04.CH4,6127.2,6129.07,foreground
S01_U04.CH4,6129.07,6129.46,background
S01_U04.CH4,6129.46,6129.89,foreground
S01_U04.CH4,6129.89,6130.88,foreground
S01_U04.CH4,6130.88,6131.47,foreground
S01_U04.CH4,6131.47,6131.82,foreground
S01_U04.CH4,6131.82,6132.86,foreground
S01_U04.CH4,6132.86,6134.31,foreground
S01_U04.CH4,6134.31,6135.52,foreground
S01_U04.CH4,6135.52,6135.78,foreground
S01_U04.CH4,6135.78,6137.31,foreground
S01_U04.CH4,6137.31,6137.59,foreground
S01_U04.CH4,6137.59,6137.91,foreground
S01_U04.CH4,6137.91,6145.12,foreground
S01_U04.CH4,6145.12,6145.56,foreground
S01_U04.CH4,6145.56,6148.76,foreground
S01_U04.CH4,6148.76,6148.99,background
S01_U04.CH4,6148.99,6149.43,foreground
S01_U04.CH4,6149.43,6150.92,foreground
S01_U04.CH4,6150.92,6151.4,foreground
S01_U04.CH4,6151.4,6152.11,foreground
S01_U04.CH4,6152.11,6152.56,foreground
S01_U04.CH4,6152.56,6153.67,foreground
S01_U04.CH4,6153.67,6156.15,foreground
S01_U04.CH4,6156.15,6157.85,foreground
S01_U04.CH4,6157.85,6159.39,foreground
S01_U04.CH4,6159.39,6160.05,foreground
S01_U04.CH4,6160.05,6160.4,foreground
S01_U04.CH4,6160.4,6162.57,foreground
S01_U04.CH4,6162.57,6163.93,foreground
S01_U04.CH4,6163.93,6164.29,foreground
S01_U04.CH4,6164.29,6164.78,foreground
S01_U04.CH4,6164.78,6165.22,foreground
S01_U04.CH4,6165.22,6165.81,foreground
S01_U04.CH4,6165.81,6166.29,foreground
S01_U04.CH4,6166.29,6169.38,foreground
S01_U04.CH4,6169.38,6173.61,foreground
S01_U04.CH4,6173.61,6179.52,foreground
S01_U04.CH4,6179.52,6181.01,foreground
S01_U04.CH4,6181.01,6181.97,foreground
S01_U04.CH4,6181.97,6188.2,foreground
S01_U04.CH4,6188.2,6188.54,background
S01_U04.CH4,6188.54,6190.59,foreground
S01_U04.CH4,6190.59,6231.13,foreground
S01_U04.CH4,6231.13,6233.64,foreground
S01_U04.CH4,6233.64,6237.23,foreground
S01_U04.CH4,6237.23,6239.48,foreground
S01_U04.CH4,6239.48,6239.69,foreground
S01_U04.CH4,6239.69,6240.68,foreground
S01_U04.CH4,6240.68,6243.98,foreground
S01_U04.CH4,6243.98,6257.41,foreground
S01_U04.CH4,6257.41,6258.11,foreground
S01_U04.CH4,6258.11,6258.41,foreground
S01_U04.CH4,6258.41,6258.78,foreground
S01_U04.CH4,6258.78,6260.4,foreground
S01_U04.CH4,6260.4,6260.65,foreground
S01_U04.CH4,6260.65,6261.48,foreground
S01_U04.CH4,6261.48,6262.26,foreground
S01_U04.CH4,6262.26,6262.7,foreground
S01_U04.CH4,6262.7,6263.1,foreground
S01_U04.CH4,6263.1,6263.65,foreground
S01_U04.CH4,6263.65,6263.9,foreground
S01_U04.CH4,6263.9,6265.0,foreground
S01_U04.CH4,6265.0,6265.68,foreground
S01_U04.CH4,6265.68,6265.9,foreground
S01_U04.CH4,6265.9,6283.61,foreground
S01_U04.CH4,6283.61,6285.71,foreground
S01_U04.CH4,6285.71,6286.1,foreground
S01_U04.CH4,6286.1,6290.07,foreground
S01_U04.CH4,6290.07,6290.38,background
S01_U04.CH4,6290.38,6291.85,foreground
S01_U04.CH4,6291.85,6302.12,foreground
S01_U04.CH4,6302.12,6302.53,foreground
S01_U04.CH4,6302.53,6303.22,foreground
S01_U04.CH4,6303.22,6303.75,foreground
S01_U04.CH4,6303.75,6304.84,foreground
S01_U04.CH4,6304.84,6310.75,foreground
S01_U04.CH4,6310.75,6312.3,foreground
S01_U04.CH4,6312.3,6312.96,foreground
S01_U04.CH4,6312.96,6313.63,foreground
S01_U04.CH4,6313.63,6314.16,foreground
S01_U04.CH4,6314.16,6315.12,foreground
S01_U04.CH4,6315.12,6315.87,foreground
S01_U04.CH4,6315.87,6316.63,foreground
S01_U04.CH4,6316.63,6317.06,foreground
S01_U04.CH4,6317.06,6317.34,foreground
S01_U04.CH4,6317.34,6318.55,foreground
S01_U04.CH4,6318.55,6333.18,foreground
S01_U04.CH4,6333.18,6341.02,foreground
S01_U04.CH4,6341.02,6341.24,background
S01_U04.CH4,6341.24,6343.49,foreground
S01_U04.CH4,6343.49,6345.56,foreground
S01_U04.CH4,6345.56,6347.44,foreground
S01_U04.CH4,6347.44,6349.56,foreground
S01_U04.CH4,6349.56,6356.23,foreground
S01_U04.CH4,6356.23,6365.92,foreground
S01_U04.CH4,6365.92,6371.65,foreground
S01_U04.CH4,6371.65,6377.54,foreground
S01_U04.CH4,6377.54,6378.41,foreground
S01_U04.CH4,6378.41,6379.8,foreground
S01_U04.CH4,6379.8,6382.96,foreground
S01_U04.CH4,6382.96,6383.16,background
S01_U04.CH4,6383.16,6390.32,foreground
S01_U04.CH4,6390.32,6399.7,foreground
S01_U04.CH4,6399.7,6400.01,foreground
S01_U04.CH4,6400.01,6404.98,foreground
S01_U04.CH4,6404.98,6405.92,foreground
S01_U04.CH4,6405.92,6410.47,foreground
S01_U04.CH4,6410.47,6412.99,foreground
S01_U04.CH4,6412.99,6416.22,foreground
S01_U04.CH4,6416.22,6423.08,foreground
S01_U04.CH4,6423.08,6424.84,foreground
S01_U04.CH4,6424.84,6430.0,foreground
S01_U04.CH4,6430.0,6430.48,foreground
S01_U04.CH4,6430.48,6431.35,foreground
S01_U04.CH4,6431.35,6468.41,foreground
S01_U04.CH4,6468.41,6485.76,foreground
S01_U04.CH4,6485.76,6486.83,foreground
S01_U04.CH4,6486.83,6488.7,foreground
S01_U04.CH4,6488.7,6492.11,foreground
S01_U04.CH4,6492.11,6498.1,foreground
S01_U04.CH4,6498.1,6499.1,foreground
S01_U04.CH4,6499.1,6501.47,foreground
S01_U04.CH4,6501.47,6501.72,foreground
S01_U04.CH4,6501.72,6508.38,foreground
S01_U04.CH4,6508.38,6508.74,foreground
S01_U04.CH4,6508.74,6508.96,foreground
S01_U04.CH4,6508.96,6512.52,foreground
S01_U04.CH4,6512.52,6513.2,foreground
S01_U04.CH4,6513.2,6527.33,foreground
S01_U04.CH4,6527.33,6539.36,foreground
S01_U04.CH4,6539.36,6539.85,foreground
S01_U04.CH4,6539.85,6556.38,foreground
S01_U04.CH4,6556.38,6556.96,foreground
S01_U04.CH4,6556.96,6557.69,foreground
S01_U04.CH4,6557.69,6558.17,foreground
S01_U04.CH4,6558.17,6558.94,foreground
S01_U04.CH4,6558.94,6562.15,foreground
S01_U04.CH4,6562.15,6564.67,foreground
S01_U04.CH4,6564.67,6566.04,foreground
S01_U04.CH4,6566.04,6567.31,foreground
S01_U04.CH4,6567.31,6569.78,foreground
S01_U04.CH4,6569.78,6570.15,foreground
S01_U04.CH4,6570.15,6574.49,foreground
S01_U04.CH4,6574.49,6575.59,foreground
S01_U04.CH4,6575.59,6576.06,background
S01_U04.CH4,6576.06,6576.53,foreground
S01_U04.CH4,6576.53,6577.36,background
S01_U04.CH4,6577.36,6582.26,foreground
S01_U04.CH4,6582.26,6585.38,foreground
S01_U04.CH4,6585.38,6586.82,foreground
S01_U04.CH4,6586.82,6596.17,foreground
S01_U04.CH4,6596.17,6611.67,foreground
S01_U04.CH4,6611.67,6611.95,background
S01_U04.CH4,6611.95,6612.68,foreground
S01_U04.CH4,6612.68,6613.19,foreground
S01_U04.CH4,6613.19,6613.41,background
S01_U04.CH4,6613.41,6613.75,foreground
S01_U04.CH4,6613.75,6614.08,foreground
S01_U04.CH4,6614.08,6638.51,foreground
S01_U04.CH4,6638.51,6641.21,foreground
S01_U04.CH4,6641.21,6641.66,foreground
S01_U04.CH4,6641.66,6650.48,foreground
S01_U04.CH4,6650.48,6655.73,foreground
S01_U04.CH4,6655.73,6662.12,foreground
S01_U04.CH4,6662.12,6671.71,foreground
S01_U04.CH4,6671.71,6673.39,foreground
S01_U04.CH4,6673.39,6680.3,foreground
S01_U04.CH4,6680.3,6680.92,foreground
S01_U04.CH4,6680.92,6681.37,foreground
S01_U04.CH4,6681.37,6681.73,foreground
S01_U04.CH4,6681.73,6683.05,foreground
S01_U04.CH4,6683.05,6688.37,foreground
S01_U04.CH4,6688.37,6693.35,foreground
S01_U04.CH4,6693.35,6694.92,foreground
S01_U04.CH4,6694.92,6695.18,foreground
S01_U04.CH4,6695.18,6695.92,foreground
S01_U04.CH4,6695.92,6697.06,foreground
S01_U04.CH4,6697.06,6697.68,foreground
S01_U04.CH4,6697.68,6699.01,foreground
S01_U04.CH4,6699.01,6713.65,foreground
S01_U04.CH4,6713.65,6716.03,foreground
S01_U04.CH4,6716.03,6722.82,foreground
S01_U04.CH4,6722.82,6726.85,foreground
S01_U04.CH4,6726.85,6727.92,foreground
S01_U04.CH4,6727.92,6731.56,foreground
S01_U04.CH4,6731.56,6739.72,foreground
S01_U04.CH4,6739.72,6743.73,foreground
S01_U04.CH4,6743.73,6744.62,foreground
S01_U04.CH4,6744.62,6759.99,foreground
S01_U04.CH4,6759.99,6768.94,foreground
S01_U04.CH4,6768.94,6773.52,foreground
S01_U04.CH4,6773.52,6776.29,foreground
S01_U04.CH4,6776.29,6776.61,foreground
S01_U04.CH4,6776.61,6777.08,foreground
S01_U04.CH4,6777.08,6777.5,foreground
S01_U04.CH4,6777.5,6778.14,foreground
S01_U04.CH4,6778.14,6783.56,foreground
S01_U04.CH4,6783.56,6798.37,foreground
S01_U04.CH4,6798.37,6805.62,foreground
S01_U04.CH4,6805.62,6806.41,foreground
S01_U04.CH4,6806.41,6807.03,foreground
S01_U04.CH4,6807.03,6808.39,foreground
S01_U04.CH4,6808.39,6808.66,foreground
S01_U04.CH4,6808.66,6820.43,foreground
S01_U04.CH4,6820.43,6834.96,foreground
S01_U04.CH4,6834.96,6835.65,foreground
S01_U04.CH4,6835.65,6838.06,foreground
S01_U04.CH4,6838.06,6847.61,foreground
S01_U04.CH4,6847.61,6848.05,foreground
S01_U04.CH4,6848.05,6848.6,background
S01_U04.CH4,6848.6,6850.12,foreground
S01_U04.CH4,6850.12,6850.83,foreground
S01_U04.CH4,6850.83,6852.97,foreground
S01_U04.CH4,6852.97,6855.62,foreground
S01_U04.CH4,6855.62,6874.7,foreground
S01_U04.CH4,6874.7,6888.46,foreground
S01_U04.CH4,6888.46,6891.05,foreground
S01_U04.CH4,6891.05,6891.56,foreground
S01_U04.CH4,6891.56,6891.88,background
S01_U04.CH4,6891.88,6893.35,foreground
S01_U04.CH4,6893.35,6905.24,foreground
S01_U04.CH4,6905.24,6905.67,foreground
S01_U04.CH4,6905.67,6920.04,foreground
S01_U04.CH4,6920.04,6923.7,foreground
S01_U04.CH4,6923.7,6926.5,foreground
S01_U04.CH4,6926.5,6940.69,foreground
S01_U04.CH4,6940.69,6944.96,foreground
S01_U04.CH4,6944.96,6951.2,foreground
S01_U04.CH4,6951.2,6951.68,background
S01_U04.CH4,6951.68,6953.67,foreground
S01_U04.CH4,6953.67,6958.08,foreground
S01_U04.CH4,6958.08,6958.41,foreground
S01_U04.CH4,6958.41,6958.95,background
S01_U04.CH4,6958.95,6959.48,background
S01_U04.CH4,6959.48,6960.09,background
S01_U04.CH4,6960.09,6960.81,background
S01_U04.CH4,6960.81,6961.08,background
S01_U04.CH4,6961.08,6961.84,background
S01_U04.CH4,6961.84,6962.54,foreground
S01_U04.CH4,6962.54,6978.17,foreground
S01_U04.CH4,6978.17,6983.49,foreground
S01_U04.CH4,6983.49,6991.15,foreground
S01_U04.CH4,6991.15,6998.5,foreground
S01_U04.CH4,6998.5,7003.41,foreground
S01_U04.CH4,7003.41,7004.03,foreground
S01_U04.CH4,7004.03,7004.27,background
S01_U04.CH4,7004.27,7005.3,foreground
S01_U04.CH4,7005.3,7005.57,foreground
S01_U04.CH4,7005.57,7011.74,foreground
S01_U04.CH4,7011.74,7012.14,foreground
S01_U04.CH4,7012.14,7013.17,foreground
S01_U04.CH4,7013.17,7013.49,foreground
S01_U04.CH4,7013.49,7013.75,foreground
S01_U04.CH4,7013.75,7014.5,foreground
S01_U04.CH4,7014.5,7015.16,foreground
S01_U04.CH4,7015.16,7015.37,background
S01_U04.CH4,7015.37,7015.7,background
S01_U04.CH4,7015.7,7034.91,foreground
S01_U04.CH4,7034.91,7049.91,foreground
S01_U04.CH4,7049.91,7050.63,foreground
S01_U04.CH4,7050.63,7050.88,foreground
S01_U04.CH4,7050.88,7053.65,foreground
S01_U04.CH4,7053.65,7057.09,foreground
S01_U04.CH4,7057.09,7063.83,foreground
S01_U04.CH4,7063.83,7067.95,foreground
S01_U04.CH4,7067.95,7069.87,foreground
S01_U04.CH4,7069.87,7070.48,background
S01_U04.CH4,7070.48,7070.79,foreground
S01_U04.CH4,7070.79,7071.06,foreground
S01_U04.CH4,7071.06,7071.34,foreground
S01_U04.CH4,7071.34,7072.46,foreground
S01_U04.CH4,7072.46,7072.85,foreground
S01_U04.CH4,7072.85,7106.9,foreground
S01_U04.CH4,7106.9,7119.31,foreground
S01_U04.CH4,7119.31,7136.23,foreground
S01_U04.CH4,7136.23,7136.53,background
S01_U04.CH4,7136.53,7137.2,foreground
S01_U04.CH4,7137.2,7150.26,foreground
S01_U04.CH4,7150.26,7155.5,foreground
S01_U04.CH4,7155.5,7155.7,background
S01_U04.CH4,7155.7,7156.1,foreground
S01_U04.CH4,7156.1,7157.06,background
S01_U04.CH4,7157.06,7157.84,foreground
S01_U04.CH4,7157.84,7162.05,foreground
S01_U04.CH4,7162.05,7166.58,foreground
S01_U04.CH4,7166.58,7169.65,foreground
S01_U04.CH4,7169.65,7177.87,foreground
S01_U04.CH4,7177.87,7179.36,foreground
S01_U04.CH4,7179.36,7180.09,foreground
S01_U04.CH4,7180.09,7181.06,foreground
S01_U04.CH4,7181.06,7183.03,foreground
S01_U04.CH4,7183.03,7194.78,foreground
S01_U04.CH4,7194.78,7195.25,foreground
S01_U04.CH4,7195.25,7195.5,foreground
S01_U04.CH4,7195.5,7211.62,foreground
S01_U04.CH4,7211.62,7214.16,foreground
S01_U04.CH4,7214.16,7214.81,foreground
S01_U04.CH4,7214.81,7215.38,foreground
S01_U04.CH4,7215.38,7219.12,foreground
S01_U04.CH4,7219.12,7219.99,foreground
S01_U04.CH4,7219.99,7220.5,foreground
S01_U04.CH4,7220.5,7222.31,foreground
S01_U04.CH4,7222.31,7226.3,foreground
S01_U04.CH4,7226.3,7241.66,foreground
S01_U04.CH4,7241.66,7243.01,foreground
S01_U04.CH4,7243.01,7246.3,foreground
S01_U04.CH4,7246.3,7324.47,foreground
S01_U04.CH4,7324.47,7333.28,foreground
S01_U04.CH4,7333.28,7366.01,foreground
S01_U04.CH4,7366.01,7367.29,background
S01_U04.CH4,7367.29,7372.9,foreground
S01_U04.CH4,7372.9,7383.8,foreground
S01_U04.CH4,7383.8,7398.41,foreground
S01_U04.CH4,7398.41,7398.86,background
S01_U04.CH4,7398.86,7399.28,background
S01_U04.CH4,7399.28,7399.89,foreground
S01_U04.CH4,7399.89,7400.11,background
S01_U04.CH4,7400.11,7401.12,foreground
S01_U04.CH4,7401.12,7401.6,foreground
S01_U04.CH4,7401.6,7410.79,foreground
S01_U04.CH4,7410.79,7411.48,foreground
S01_U04.CH4,7411.48,7413.95,foreground
S01_U04.CH4,7413.95,7418.46,foreground
S01_U04.CH4,7418.46,7432.03,foreground
S01_U04.CH4,7432.03,7432.46,foreground
S01_U04.CH4,7432.46,7432.96,background
S01_U04.CH4,7432.96,7433.19,foreground
S01_U04.CH4,7433.19,7460.1,foreground
S01_U04.CH4,7460.1,7461.51,foreground
S01_U04.CH4,7461.51,7461.96,background
S01_U04.CH4,7461.96,7462.27,background
S01_U04.CH4,7462.27,7465.75,foreground
S01_U04.CH4,7465.75,7466.7,foreground
S01_U04.CH4,7466.7,7467.4,foreground
S01_U04.CH4,7467.4,7469.61,foreground
S01_U04.CH4,7469.61,7473.88,foreground
S01_U04.CH4,7473.88,7482.5,foreground
S01_U04.CH4,7482.5,7485.78,foreground
S01_U04.CH4,7485.78,7488.99,foreground
S01_U04.CH4,7488.99,7489.71,foreground
S01_U04.CH4,7489.71,7492.08,foreground
S01_U04.CH4,7492.08,7493.96,foreground
S01_U04.CH4,7493.96,7494.29,foreground
S01_U04.CH4,7494.29,7494.73,background
S01_U04.CH4,7494.73,7495.11,foreground
S01_U04.CH4,7495.11,7496.02,foreground
S01_U04.CH4,7496.02,7496.71,foreground
S01_U04.CH4,7496.71,7497.12,foreground
S01_U04.CH4,7497.12,7498.32,foreground
S01_U04.CH4,7498.32,7499.46,background
S01_U04.CH4,7499.46,7500.51,foreground
S01_U04.CH4,7500.51,7500.95,foreground
S01_U04.CH4,7500.95,7501.16,background
S01_U04.CH4,7501.16,7501.69,background
S01_U04.CH4,7501.69,7502.46,foreground
S01_U04.CH4,7502.46,7503.23,background
S01_U04.CH4,7503.23,7504.31,foreground
S01_U04.CH4,7504.31,7504.89,foreground
S01_U04.CH4,7504.89,7505.72,foreground
S01_U04.CH4,7505.72,7506.43,foreground
S01_U04.CH4,7506.43,7506.67,foreground
S01_U04.CH4,7506.67,7507.02,foreground
S01_U04.CH4,7507.02,7510.52,foreground
S01_U04.CH4,7510.52,7511.25,foreground
S01_U04.CH4,7511.25,7511.62,foreground
S01_U04.CH4,7511.62,7512.0,background
S01_U04.CH4,7512.0,7512.23,background
S01_U04.CH4,7512.23,7512.8,foreground
S01_U04.CH4,7512.8,7513.64,foreground
S01_U04.CH4,7513.64,7514.71,background
S01_U04.CH4,7514.71,7515.16,background
S01_U04.CH4,7515.16,7515.42,foreground
S01_U04.CH4,7515.42,7515.77,foreground
S01_U04.CH4,7515.77,7516.86,foreground
S01_U04.CH4,7516.86,7518.66,foreground
S01_U04.CH4,7518.66,7519.08,foreground
S01_U04.CH4,7519.08,7537.64,foreground
S01_U04.CH4,7537.64,7538.35,foreground
S01_U04.CH4,7538.35,7538.64,foreground
S01_U04.CH4,7538.64,7549.82,foreground
S01_U04.CH4,7549.82,7553.87,foreground
S01_U04.CH4,7553.87,7567.53,foreground
S01_U04.CH4,7567.53,7567.85,foreground
S01_U04.CH4,7567.85,7568.66,foreground
S01_U04.CH4,7568.66,7569.25,foreground
S01_U04.CH4,7569.25,7570.34,foreground
S01_U04.CH4,7570.34,7594.08,foreground
S01_U04.CH4,7594.08,7600.78,foreground
S01_U04.CH4,7600.78,7618.97,foreground
S01_U04.CH4,7618.97,7625.2,foreground
S01_U04.CH4,7625.2,7628.52,foreground
S01_U04.CH4,7628.52,7629.12,foreground
S01_U04.CH4,7629.12,7632.29,foreground
S01_U04.CH4,7632.29,7633.01,foreground
S01_U04.CH4,7633.01,7635.21,foreground
S01_U04.CH4,7635.21,7636.09,foreground
S01_U04.CH4,7636.09,7644.03,foreground
S01_U04.CH4,7644.03,7649.31,foreground
S01_U04.CH4,7649.31,7651.18,foreground
S01_U04.CH4,7651.18,7651.84,foreground
S01_U04.CH4,7651.84,7653.03,foreground
S01_U04.CH4,7653.03,7654.07,foreground
S01_U04.CH4,7654.07,7658.1,foreground
S01_U04.CH4,7658.1,7669.53,foreground
S01_U04.CH4,7669.53,7687.7,foreground
S01_U04.CH4,7687.7,7705.48,foreground
S01_U04.CH4,7705.48,7723.3,foreground
S01_U04.CH4,7723.3,7728.96,foreground
S01_U04.CH4,7728.96,7743.97,foreground
S01_U04.CH4,7743.97,7745.25,foreground
S01_U04.CH4,7745.25,7745.82,foreground
S01_U04.CH4,7745.82,7746.34,foreground
S01_U04.CH4,7746.34,7749.63,foreground
S01_U04.CH4,7749.63,7759.16,foreground
S01_U04.CH4,7759.16,7767.55,foreground
S01_U04.CH4,7767.55,7769.18,foreground
S01_U04.CH4,7769.18,7772.44,foreground
S01_U04.CH4,7772.44,7772.82,foreground
